lat,lon,timestamp,activity,device_id,persona
21.139370044696744,79.06397179570631,2026-08-10 07:07:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139320601878374,79.06384713001414,2026-08-10 07:10:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139498654068507,79.0637276927788,2026-08-10 07:13:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.1394492811658,79.06418826478733,2026-08-10 07:16:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139416989108774,79.06390455662326,2026-08-10 07:19:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139513708160603,79.06389057880145,2026-08-10 07:22:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139402219975576,79.06422525564597,2026-08-10 07:25:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139626252624414,79.06392393677059,2026-08-10 07:28:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139229780667584,79.06367376742836,2026-08-10 07:31:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.13941921609659,79.064035270537,2026-08-10 07:34:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139491646972466,79.06424247055266,2026-08-10 07:37:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139474333072155,79.0638878492698,2026-08-10 07:40:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139342290640244,79.06396218906241,2026-08-10 07:43:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139434993421986,79.06410606090773,2026-08-10 07:46:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139440430130918,79.06404694255686,2026-08-10 07:49:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139283167408102,79.06421575704628,2026-08-10 07:52:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.13947625979764,79.06391582788855,2026-08-10 07:55:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139576565463777,79.06381320751969,2026-08-10 07:58:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139545467951077,79.06412185506132,2026-08-10 08:01:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139618918370378,79.06405450522166,2026-08-10 08:04:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.13941240376242,79.06402126068022,2026-08-10 08:07:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.13927946350258,79.06387692803587,2026-08-10 08:10:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139417779592353,79.06393365727702,2026-08-10 08:13:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.13925663948876,79.06399928373854,2026-08-10 08:16:00,Home,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139464583894974,79.06395403910288,2026-08-10 08:19:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.139394196964243,79.06453146132857,2026-08-10 08:22:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.140018725637354,79.06519884462908,2026-08-10 08:25:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.140334580539765,79.06566281033788,2026-08-10 08:28:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.140522789923907,79.06597765988252,2026-08-10 08:31:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.140963449956853,79.06649941358916,2026-08-10 08:34:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.141412001448654,79.06721546504119,2026-08-10 08:37:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.14171421872126,79.06782402207362,2026-08-10 08:40:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.142108878145226,79.06817741732357,2026-08-10 08:43:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.142180123762788,79.06860903409778,2026-08-10 08:46:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.14271287370889,79.06919381979294,2026-08-10 08:49:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.14297430449058,79.06994178705797,2026-08-10 08:52:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
21.143498187528753,79.07037904873116,2026-08-10 08:55:00,Travel to Store,b8e3cfa4-ce1e-4eac-a6fb-162b07d5d372,Shopper
